mass,I1,J1,K1,I2,J2,K2,I3,J3,K3,width,height,depth,w1(0),w2(0),w3(0),h
3.120493197,1.8747E-293,3.3152E-301,1.8747E-293,9.62001E-16,4.1389E-147,9.62001E-16,0,3.9211E-143,3.9211E-143,0.747901701,0.007150852,0.168215033,0,0,0,406
3.6279E-221,2.42406223,8.30999E-73,2.42406223,9.251520745,0.002297579,9.253818324,4.5302E-161,6.09912E-47,6.09912E-47,0.034558663,1.147484738,1.267218511,0,0,0,407
1.90565E-50,0,4.8249E-141,4.8249E-141,2.0306E-168,3.05918E-28,3.05918E-28,1.60088E-94,0,1.60088E-94,1.322613369,1.319507743,0.238406319,0,0,0,408
6.99769E-28,0,2.5979E-147,2.5979E-147,0.000660961,2.71012E-71,0.000660961,1.45335E-20,4.5223E-284,1.45335E-20,0.2875201,0.005782209,0.11989708,3.072E-216,6.31173E-43,2.836584176,409
1.0236E-104,0,1.3969E-136,1.3969E-136,4.29009E-72,0,4.29009E-72,5.5102E-07,0,5.5102E-07,0.022468626,1.051750491,0.03603447,1.7107E-130,0,0,410
1.28959E-66,6.40689E-69,1.4894E-32,1.4894E-32,0,1.20085E-47,1.20085E-47,1.68408E-61,3.22708E-63,1.71635E-61,1.265183389,0.683049093,0.005284444,0,1.9116E-299,0,411
9.7157E-197,3.7028E-259,0,3.7028E-259,3.0168E-284,0.000947624,0.000947624,18.60871423,4.1086E-261,18.60871423,0.109097555,0.970120457,0.021273619,5.34372E-57,0,0.094524877,412
0,2.27343E-66,2.3115E-182,2.27343E-66,2.41639E-05,0.001214446,0.00123861,2.21655E-47,3.64257E-51,2.21692E-47,0.282937159,1.32373535,0.17733378,0.009593634,0,0.808471483,413
1.0326E-299,1.13994E-30,2.32019E-89,1.13994E-30,1.20214245,0,1.20214245,6.8805E-207,7.83296E-06,7.83296E-06,0.146319691,0.063860895,0.013232063,0,0,0,414
6.2359E-141,4.93474E-65,1.16714E-31,1.16714E-31,0.013705727,0,0.013705727,0,2.3129E-147,2.3129E-147,0.419034889,0.733089031,0.805594629,4.56627E-05,0,0,415
0.576192048,2.1488E-103,5.4103E-212,2.1488E-103,0,3.9961E-285,3.9961E-285,0,3.015E-174,3.015E-174,1.074680378,1.227849133,1.298657465,3.3513E-169,0,0,416
0,0,5.39815E-86,5.39815E-86,0,0,0,17.81719445,0,17.81719445,0.099444557,1.251447547,0.133395472,3.5734E-298,0,0,417
3.40536E-23,5.2429E-268,1.4358E-144,1.4358E-144,2.1851E-286,0,2.1851E-286,0,5.9509E-279,5.9509E-279,0.464671249,0.051719615,0.074976888,1.10201E-31,0,0,418
1.54474E-36,0.004099486,2.35603E-13,0.004099486,11.75392943,4.42842E-35,11.75392943,1.85503E-15,2.5479E-135,1.85503E-15,0.010799561,0.109178312,1.248775378,0,5.0792E-150,4.426E-270,419
0,0.006525275,4.1921E-204,0.006525275,2.87247E-10,0,2.87247E-10,2.3393E-285,5.1547E-265,5.1547E-265,0.080278804,1.028599162,0.045210306,0,0,0,420
1.0909E-119,0,0,0,8.34972E-15,1.2394E-217,8.34972E-15,0.014282085,4.030226409,4.044508494,0.539622516,1.320236323,0.162492795,1.6119E-280,0,9.6634E-141,421
0,0,7.85924E-46,7.85924E-46,1.1886E-188,0,1.1886E-188,0,8.2926E-226,8.2926E-226,0.031217632,1.329550122,1.188151768,3.6022E-238,0,0,422
1.30892E-07,6.02871E-13,9.5935E-144,6.02871E-13,0,1.91265E-48,1.91265E-48,2.1518E-160,0,2.1518E-160,0.200215111,0.206929687,0.251198702,5.26357E-92,0.177173018,1.21851E-32,423
2.96968E-70,2.9423E-220,0,2.9423E-220,3.0188E-112,0,3.0188E-112,0.10428628,2.23757E-09,0.104286282,0.492723414,0.463586201,0.628450758,1.4519E-09,6.75457E-50,0,424
0,1.822E-201,0,1.822E-201,7.60172E-60,2.22318E-10,2.22318E-10,0.000246117,0,0.000246117,0.009421385,1.329807075,0.008186251,1.3884E-298,0,0,425
0,7.96052E-31,0,7.96052E-31,2.8555E-103,0,2.8555E-103,3.94549E-09,0,3.94549E-09,0.050538335,0.271749324,0.006472604,0.042992324,0,4.2099E-224,426
0,3.30465E-22,0,3.30465E-22,1.4283E-286,3.22203E-15,3.22203E-15,0,0,0,0.578398902,1.063067154,0.010987289,5.788430958,8.0523E-245,1.6044E-194,427
7.67309E-95,1.39029E-25,0,1.39029E-25,1.62114E-66,5.39091E-57,5.39091E-57,0,2.55388E-37,2.55388E-37,0.101188708,1.127535043,0.957713064,0,0,5.9308E-291,428
0,0,0,0,19.93032529,0,19.93032529,2.8009E-108,5.44738E-36,5.44738E-36,0.141664831,1.329112568,0.04261171,0,1.15115E-50,0,429
0.004592888,1.68657E-19,0,1.68657E-19,0,3.33745E-71,3.33745E-71,5.76479E-16,8.7786E-139,5.76479E-16,0.288212065,0.017908328,0.021008511,0,0,30.42455147,430
0,0.115901895,0.204849184,0.320751079,9.1008E-247,0,9.1008E-247,0.229637929,0,0.229637929,0.04934744,1.304681245,0.564281911,3.94634E-22,0,2.89011E-13,431
0,0,0,0,6.02409E-26,5.088167054,5.088167054,1.789E-292,4.6346E-143,4.6346E-143,0.949997679,1.170622389,1.075633301,4.85163E-09,0,6.42525E-56,432
8.8701E-124,1.27236E-06,1.2875E-121,1.27236E-06,0,8.49226E-35,8.49226E-35,3.15545E-83,0,3.15545E-83,0.500073719,0.019137719,0.417232419,0,0,20.6109458,433
6.9415E-216,2.5036E-123,8.8643E-157,2.5036E-123,2.3563E-110,6.44295E-86,6.44295E-86,1.42845E-46,0,1.42845E-46,0.021315086,0.010265952,0.007469266,1.05268E-91,0,0.319835268,434
0,0,8.8368E-285,8.8368E-285,0,3.57637E-83,3.57637E-83,1.9882E-115,2.36509E-58,2.36509E-58,0.015440967,0.67563519,0.760766581,0,0,0,435
1.8421E-86,2.2139E-257,2.7241E-172,2.7241E-172,1.3953E-247,4.21698E-17,4.21698E-17,2.7331E-257,2.44391E-62,2.44391E-62,0.067767347,1.02924553,0.784268913,0,2.043024947,2.2893E-174,436
1.42818E-39,3.83022E-54,3.6574E-200,3.83022E-54,1.86828E-34,1.5908E-240,1.86828E-34,4.01814E-31,0,4.01814E-31,0.022159989,0.117784311,0.194186194,0,0.031091771,1.1182E-244,437
6.4581E-247,1.835E-158,6.058426048,6.058426048,1.32485E-46,0,1.32485E-46,1.1563E-203,4.3131E-278,1.1563E-203,1.205085525,1.097768112,0.008995999,0,0,0,438
9.36136E-09,9.4691E-249,1.47294E-21,1.47294E-21,0,1.4589E-158,1.4589E-158,8.7841E-153,3.13536E-78,3.13536E-78,0.394736739,0.011397397,0.010848692,2.65922E-86,0,4.8212E-290,439
1.0817E-168,3.1812E-155,1.3607E-131,1.3607E-131,2.707E-273,0,2.707E-273,0,0,0,0.883670579,1.285443989,0.784374126,1.18363E-38,0,7.1707E-101,440
2.2511E-226,2.0012E-08,3.36816E-45,2.0012E-08,4.41638E-26,6.4151E-214,4.41638E-26,1.2288E-142,4.764E-272,1.2288E-142,0.036926717,0.044856029,0.022144333,0,0,0,441
0,1.42339E-45,1.4401E-284,1.42339E-45,0,0.000462958,0.000462958,0,0,0,0.150765027,0.4211762,0.290860763,0,0,39.63180553,442
1.2488E-193,2.00872E-72,2.7702E-198,2.00872E-72,0.552949873,2.4197E-250,0.552949873,3.396E-129,1.068577908,1.068577908,0.225387512,0.00546549,0.173310982,5.7609E-131,0,1.87915E-30,443
1.701051242,4.78304E-79,0.086746764,0.086746764,19.62815989,5.1197E-115,19.62815989,1.395E-104,0,1.395E-104,0.023334507,0.018908891,0.006969687,39.49968542,0,0,444
0,1.1857E-260,0,1.1857E-260,8.42225E-13,1.39569E-63,8.42225E-13,3.16125E-24,0,3.16125E-24,1.055502242,0.108388908,0.010534261,3.6156E-142,0,1.1521E-133,445
1.9318E-254,1.50293E-93,0,1.50293E-93,0,1.2058E-151,1.2058E-151,0,0,0,0.013721588,0.150066979,0.619812514,0,0,0,446
0,4.4056E-118,1.2721E-92,1.2721E-92,4.9949E-196,19.16482444,19.16482444,1.09619E-62,0,1.09619E-62,1.312359013,0.091308442,0.303805633,6.97414E-21,1.07258E-49,4.0093E-228,447
5.24138E-51,11.65515198,0,11.65515198,2.6013E-167,1.4294E-146,1.4294E-146,3.30946E-32,1.6492E-116,3.30946E-32,0.774184441,1.283974017,0.386661144,0.00136457,0,3.39515E-14,448
5.7699E-293,6.59237E-19,0,6.59237E-19,7.2994E-180,7.7995E-184,7.3001E-180,0.003556136,0,0.003556136,0.545746226,0.858986752,1.230370145,3.98219E-16,0,3.2734E-171,449
0,3.2133E-118,3.9847E-160,3.2133E-118,0,0,0,0,8.00344E-25,8.00344E-25,0.008347162,0.228091584,1.184505156,2.6371E-232,4.7267E-131,0,450
3.7992E-272,0,2.8641E-57,2.8641E-57,0,6.90729E-37,6.90729E-37,0,5.73144E-25,5.73144E-25,0.088838757,0.361329672,1.11252417,0,1.94708E-43,0,451
1.50465E-24,0,0,0,0,0,0,1.10175E-13,17.91336014,17.91336014,0.294776289,0.871467549,0.570633509,0,0,0,452
0,4.0748E-143,3.8437E-276,4.0748E-143,11.17928694,3.2008E-269,11.17928694,1.39793E-19,2.7701E-127,1.39793E-19,0.019061233,0.605403856,0.013139695,0,8.24727E-33,0,453
1.2554E-233,1.217E-175,0,1.217E-175,3.2285E-147,0,3.2285E-147,0,2.1513E-171,2.1513E-171,0.153833664,1.326933558,0.026378433,0,0,0,454
3.4769E-114,2.6325E-112,0,2.6325E-112,2.84945E-39,0,2.84945E-39,0,3.16934E-22,3.16934E-22,0.796372022,0.397480491,0.030252274,2.465E-168,0,0,455
0,6.58663E-51,1.5157E-125,6.58663E-51,8.06763E-72,2.52277E-18,2.52277E-18,0,0,0,0.045800624,0.261497638,0.982820393,2.89869E-28,0,0,456
4.40579E-17,3.5748E-171,1.7224E-162,1.7224E-162,2.59212E-22,2.553E-160,2.59212E-22,0,0,0,1.11047648,0.908011554,0.383785885,0,0,0,457
1.50821E-93,0.004340067,1.56641E-60,0.004340067,2.63829E-30,3.65681E-30,6.2951E-30,7.38456E-91,2.7031E-52,2.7031E-52,0.371250465,0.049647463,0.050260765,4.3263E-129,0,0,458
6.27582497,0.40106861,6.03831E-79,0.40106861,1.5755E-210,9.0865E-198,9.0865E-198,8.59598E-06,1.71454E-10,8.59615E-06,0.93348108,0.033607056,1.318332302,0,1.39932E-78,3.31729E-47,459
14.7053901,1.7354E-122,0,1.7354E-122,3.9997E-241,7.3426E-152,7.3426E-152,9.42947E-19,2.0453E-255,9.42947E-19,0.41149463,1.310871933,0.188735261,0,0,0,460
2.17049E-41,2.5688E-213,1.5839E-187,1.5839E-187,8.26414E-70,15.53675268,15.53675268,2.42922E-75,0,2.42922E-75,1.133078965,0.62559371,0.01171709,0,0,21.30661968,461
0,0,0,0,0,3.009E-170,3.009E-170,0,2.0103E-201,2.0103E-201,0.014825392,0.802376054,0.520013081,0,0,5.3253E-169,462
2.4255E-227,1.56346E-36,2.9799E-110,1.56346E-36,2.757091142,3.3665E-155,2.757091142,4.097E-244,5.8723E-19,5.8723E-19,0.447591999,0.664055899,0.007230629,0.00105597,4.233684699,6.38654E-24,463
0,3.9444E-301,1.2741E-196,1.2741E-196,1.9307E-257,5.2227E-230,5.2227E-230,6.39422E-17,7.02953E-68,6.39422E-17,1.260277603,0.982690186,0.238653624,0,36.6169102,0,464
4.72175E-56,3.264E-261,2.6615E-268,3.264E-261,0,12.35737542,12.35737542,3.57059E-29,0,3.57059E-29,1.319563755,0.042445335,0.006246395,1.20621E-66,0,0,465
2.34991E-08,0,1.59217E-30,1.59217E-30,5.9009E-102,2.3649E-150,5.9009E-102,2.442E-193,2.6099E-155,2.6099E-155,0.024799145,1.265509723,0.260784965,1.81725E-89,0,0,466
4.0954E-201,6.8021E-187,3.59371E-94,3.59371E-94,1.3748E-152,4.3395E-177,1.3748E-152,2.38292E-74,0,2.38292E-74,1.329401657,0.20039991,1.311667196,5.1698E-110,0,2.988078637,467
4.2701E-57,0.001258093,0,0.001258093,0,0,0,13.74229083,9.294E-213,13.74229083,0.031297163,0.007837679,0.185221159,0,2.6739E-115,3.23586E-90,468
1.1458E-295,1.67117E-10,2.3431E-110,1.67117E-10,7.9892E-106,1.2829E-255,7.9892E-106,3.56247E-26,0,3.56247E-26,1.312351257,1.012740918,0.036431651,0,4.3825E-75,0,469
0,1.3738E-204,5.6959E-155,5.6959E-155,5.92925E-29,1.8335E-152,5.92925E-29,7.1769E-203,0,7.1769E-203,0.411394616,0.262598864,1.270286874,0,1.2564E-199,0.002087709,470
1.63397E-47,7.77723E-46,4.2376E-307,7.77723E-46,7.60647E-86,1.8463E-210,7.60647E-86,0,9.039E-221,9.039E-221,0.280841368,1.141080731,1.324813119,0,1.5545E-159,0.039301873,471
5.47996E-54,0,1.64372E-05,1.64372E-05,1.147E-218,0,1.147E-218,3.9108E-273,1.98117E-35,1.98117E-35,0.246110329,0.234098252,0.373685373,20.49416141,0,2.0727E-99,472
7.8501E-286,4.9298E-304,0.00055706,0.00055706,0,5.41115E-79,5.41115E-79,1.21762E-88,1.4592E-100,1.21762E-88,0.141947712,1.288417168,0.496867214,3.31506E-05,0,0,473
0,8.699E-297,3.8928E-308,8.699E-297,0,6.4748E-128,6.4748E-128,0,0,0,0.035507368,0.028938934,1.001651152,0,1.14362E-67,1.2107E-107,474
0,0,6.1994E-103,6.1994E-103,9.853162479,1.4152E-250,9.853162479,2.8786E-28,9.9644E-126,2.8786E-28,1.323635288,0.78853576,0.678367752,15.03924459,5.4162E-33,0,475
0,11.26194156,4.94615E-28,11.26194156,0,0,0,0,8.39373E-75,8.39373E-75,0.247591439,1.086398863,0.245262914,0,2.82779E-17,0,476
1.4681E-125,4.6814E-129,2.5344E-157,4.6814E-129,0,3.96119E-50,3.96119E-50,0,0,0,0.070951044,0.975787921,0.008381046,3.48748E-60,0,1.1158E-246,477
5.8076E-100,2.97269E-64,4.0634E-161,2.97269E-64,5.2115E-232,3.07118E-48,3.07118E-48,1.0763E-173,0.006818448,0.006818448,1.271965921,0.29387742,0.138879724,7.87755E-07,0,3.9043E-60,478
5.07846E-05,1.061431761,0,1.061431761,9.24686E-62,1.66227E-27,1.66227E-27,1.321E-107,0,1.321E-107,1.328604272,0.82186376,0.051363837,0.090974271,0,2.549E-237,479
1.41806E-46,17.09983578,0,17.09983578,0,1.06757E-06,1.06757E-06,2.684586906,3.53596E-94,2.684586906,0.021500417,0.050519974,0.067193341,0,2.19588E-26,0,480
8.9308E-112,0.004227097,1.83596E-87,0.004227097,12.80681225,1.6903E-114,12.80681225,0.001280762,1.4687E-273,0.001280762,1.285201467,1.323375902,0.119526417,6.3013E-194,1.8812E-280,7.39184E-71,481
1.23741E-27,0,0.000564053,0.000564053,5.5107E-151,2.03005E-35,2.03005E-35,0,6.88877E-96,6.88877E-96,0.401977205,0.018397591,0.120546247,0,4.732622936,0,482
1.0571E-113,0,2.8936E-180,2.8936E-180,17.3700091,6.38234E-36,17.3700091,1.73028E-21,0,1.73028E-21,0.023224684,1.194510444,0.188522111,1.3764E-218,0,0.000133747,483
6.01754E-95,0,7.3311E-227,7.3311E-227,8.28247E-07,5.5166E-104,8.28247E-07,1.46886E-14,0,1.46886E-14,0.020250096,0.453211608,0.023593285,0,6.62987E-80,0,484
3.7963E-278,2.1987E-106,6.4962E-258,2.1987E-106,0,2.8418E-147,2.8418E-147,1.1948E-226,5.8902E-88,5.8902E-88,0.167727596,1.183903472,0.04507654,0,0,3.5788E-138,485
6.22292E-75,1.1214E-212,0,1.1214E-212,0,1.247030052,1.247030052,6.96014E-05,5.2234E-132,6.96014E-05,1.005011362,0.368425558,1.246524835,9.14467E-21,0,5.28542E-09,486
0.249563934,3.6678E-227,5.01158E-31,5.01158E-31,1.2402E-131,1.05822E-41,1.05822E-41,2.9381E-149,3.35864E-91,3.35864E-91,1.2930678,0.029979878,0.071010733,0,0,9.4972E-252,487
0.588775917,7.3045E-211,4.7131E-204,4.7131E-204,4.11879E-94,0,4.11879E-94,0,0,0,1.195100849,0.020205016,0.044404195,0,0,0,488
1.9139E-245,6.5949E-232,0,6.5949E-232,2.3115E-168,1.41412E-81,1.41412E-81,19.62169016,1.5636E-129,19.62169016,0.1147075,0.944548619,0.017049496,0,4.7871E-106,2.79285E-60,489
1.7449E-164,1.313040617,4.4187E-183,1.313040617,0,5.22747E-22,5.22747E-22,1.71256E-14,0,1.71256E-14,0.045430543,0.182455847,0.066111276,0.746921903,0,0,490
1.00607E-18,0,1.4659E-135,1.4659E-135,3.11843E-50,4.9872E-291,3.11843E-50,4.09788E-74,7.53406E-86,4.09788E-74,1.171868736,0.29029643,0.097224075,8.67914E-11,7.4399E-138,0.00011256,491
0,2.04202E-41,9.1638E-181,2.04202E-41,4.5801E-129,0,4.5801E-129,3.17724E-19,7.43104E-27,3.17724E-19,0.200933023,0.035585152,0.190541664,0,0,0,492
1.0195E-142,0,0,0,4.15987E-52,4.7535E-115,4.15987E-52,5.31422E-32,6.6219E-237,5.31422E-32,0.007496133,0.16276396,0.403104647,5.40335E-72,2.1838E-100,4.5632E-112,493
0,2.03537E-41,0,2.03537E-41,1.0147E-248,3.107063372,3.107063372,0,9.60072E-94,9.60072E-94,0.410377211,0.464296692,0.189481674,0,0,0,494
0,2.8405E-177,0,2.8405E-177,0,4.7893E-282,4.7893E-282,6.4157E-162,0,6.4157E-162,0.227290728,0.770241381,1.327177828,3.79043E-07,1.11449E-36,21.96700582,495
0,1.3298E-113,2.899206757,2.899206757,2.15016E-44,1.86462E-31,1.86462E-31,0,2.290172604,2.290172604,0.907624697,0.63736411,0.037484124,6.86566E-05,0,35.9563221,496
1.569E-220,1.5468E-289,3.42992E-09,3.42992E-09,3.79792E-09,0,3.79792E-09,8.05819E-13,1.02661E-07,1.02662E-07,1.310605082,0.390894854,1.329791659,0,0,6.54831E-39,497
3.6117E-263,3.98711E-50,4.6125E-300,3.98711E-50,2.55051E-19,8.5652E-181,2.55051E-19,6.26803E-22,6.0973E-189,6.26803E-22,0.030954074,0.083787178,0.01972617,0,0,1.55847E-83,498
0,0,0,0,0,0.105886056,0.105886056,8.3489E-204,2.17714E-12,2.17714E-12,0.082077488,0.18960875,0.008996274,0,0,3.553452963,499
0,3.30819E-68,0,3.30819E-68,1.42997E-23,4.50276E-13,4.50276E-13,1.2239E-230,5.53138E-30,5.53138E-30,1.324868542,0.009007052,0.080917005,37.70129843,0,5.3658E-299,500
1.36708E-63,0.00065308,0,0.00065308,1.48237E-37,0,1.48237E-37,6.284931876,0,6.284931876,0.842017519,0.008372126,0.112825291,0,3.9272E-268,0,501
13.76368777,1.1255E-136,0,1.1255E-136,7.8024E-106,0,7.8024E-106,0,0,0,1.284411447,0.011168311,0.083068214,0,4.13424E-22,1.4095E-181,502
0,1.7369E-306,2.555E-250,2.555E-250,3.6441E-147,1.7675E-100,1.7675E-100,1.73598E-80,0,1.73598E-80,1.088869486,1.297939219,0.195707416,2.41065E-22,0,0,503
1.37725E-10,0,1.3476E-198,1.3476E-198,6.865E-133,1.598934978,1.598934978,8.67747E-08,2.30038E-97,8.67747E-08,0.083023648,0.01629373,0.339753083,0,2.97628E-31,1.93963E-36,504
5.6869E-308,0,0,0,1.317E-168,7.63619E-06,7.63619E-06,3.22027E-33,2.12343E-64,3.22027E-33,0.011131306,0.005386016,0.790856542,0,0,0,505
5.1883E-116,3.03193E-21,3.7816E-275,3.03193E-21,5.6613E-170,3.2489E-164,3.2489E-164,0,0,0,0.077312976,0.010963823,0.592755199,4.76905E-11,0,5.50964E-68,506
0,0,1.84051E-48,1.84051E-48,3.10252E-95,3.50994E-20,3.50994E-20,0,9.02993E-26,9.02993E-26,1.012674443,0.556634206,0.026714849,0,0,0,507
2.935832141,0,1.1936E-267,1.1936E-267,0,5.181E-225,5.181E-225,0,1.56098E-42,1.56098E-42,1.068848709,0.082346448,0.110229674,0,0,0,508
1.7896E-110,0,0.882527347,0.882527347,5.56875E-75,5.582E-277,5.56875E-75,2.279342881,7.93192E-69,2.279342881,0.021347108,1.209899555,0.182293534,0,0,8.04297E-06,509
1.72747E-68,2.2672E-122,2.24341E-82,2.24341E-82,4.4282E-130,7.55504E-15,7.55504E-15,0,1.06652E-51,1.06652E-51,1.320842691,0.03830487,0.078623646,2.71630548,1.3575E-251,0,510
3.02882E-35,1.514E-226,0,1.514E-226,0,3.20403E-84,3.20403E-84,8.7534E-123,1.3681E-211,8.7534E-123,0.005626333,1.250438245,0.066796271,4.3772E-169,0,37.48258986,511
0,0,2.7332E-301,2.7332E-301,6.7051E-25,2.8095E-125,6.7051E-25,3.6833E-167,2.75863E-97,2.75863E-97,1.214660039,0.008092692,0.734427587,9.884697972,0,0,512
3.02956E-50,2.55913E-05,6.2059E-262,2.55913E-05,0,4.32713E-50,4.32713E-50,5.21814E-83,3.0366E-191,5.21814E-83,1.04427714,0.045534899,1.284783866,0,0,0,513
3.4661E-120,5.80111E-42,3.74747E-24,3.74747E-24,9.61797E-10,0,9.61797E-10,8.60708E-71,1.48163E-26,1.48163E-26,0.169258052,0.530352037,0.011845111,0,0,1.35092E-57,514
0.01818347,3.8337E-111,1.63686E-17,1.63686E-17,0,5.39929E-33,5.39929E-33,1.872E-147,0,1.872E-147,0.862408019,0.326300266,0.348569159,0,0,1.64227E-10,515
0,7.81245E-08,9.5833E-307,7.81245E-08,0,0,0,1.2119E-233,1.762E-302,1.2119E-233,0.783654937,0.343215335,0.222703926,5.42691E-13,0,2.93479946,516
0,0,0.023433498,0.023433498,4.3542E-185,8.3586E-185,1.2713E-184,1.0628E-228,1.5668E-27,1.5668E-27,0.962095909,1.256599207,0.428417806,0,0,0,517
1.25760701,1.48551E-50,1.6965E-146,1.48551E-50,3.20414E-29,6.64977E-67,3.20414E-29,0,6.4228E-194,6.4228E-194,0.24825727,1.255778116,0.029014274,0,0,1.46517E-71,518
8.12141E-41,0,0,0,0.248425409,3.4889E-154,0.248425409,0,2.37882E-41,2.37882E-41,0.016709415,1.310216415,1.194890834,2.39787E-29,8.60207E-10,0,519
7.69999E-48,19.82180845,1.8967E-102,19.82180845,3.8933E-121,0,3.8933E-121,3.3119E-223,9.10422E-21,9.10422E-21,1.325975844,0.013585945,0.195905175,1.47589E-08,0,8.5678E-113,520
0,0,0,0,0,4.3903E-154,4.3903E-154,0,18.97347076,18.97347076,0.215077887,1.082360338,0.263744136,3.95196E-97,0,0,521
5.3901E-250,1.3436E-277,1.1464E-111,1.1464E-111,1.72798E-94,7.5659E-247,1.72798E-94,0,1.81807E-10,1.81807E-10,0.035171034,0.27810858,0.017376034,8.4897E-116,2.8629E-257,0,522
2.2504E-109,0.073594215,3.67362E-34,0.073594215,0,0,0,1.0654E-112,7.60455E-26,7.60455E-26,0.479318692,0.011849148,0.354006059,0,1.2292E-121,0,523
2.5026E-123,2.51719E-32,3.9535E-256,2.51719E-32,9.4327E-108,2.2218E-294,9.4327E-108,3.61675E-36,5.64287E-11,5.64287E-11,0.006938201,0.782489459,1.327197577,0,6.2734E-189,0,524
0,8.13866E-72,1.54868E-55,1.54868E-55,0,1.5879E-109,1.5879E-109,1.8892E-134,0.258248513,0.258248513,0.009295258,0.074693739,1.319826933,0,3.01588E-87,0,525
0,0,7.73104E-05,7.73104E-05,0.369505594,9.44334E-11,0.369505594,1.2908E-199,9.13894E-88,9.13894E-88,0.133676023,1.008630446,0.198414303,0,1.4441E-136,3.5512E-291,526
7.2796E-235,0,9.3756E-187,9.3756E-187,3.33973E-70,8.9466E-163,3.33973E-70,2.06098E-47,2.4005E-111,2.06098E-47,0.713931543,1.269968954,0.7378947,2.9932E-113,0,0,527
0,5.51164232,7.3256E-141,5.51164232,7.98544E-77,0,7.98544E-77,1.625581901,0.00025029,1.625832192,0.06167207,0.176223297,0.978670965,0,0,0,528
1.07335E-06,0.002307529,5.838E-218,0.002307529,0,1.66E-210,1.66E-210,7.4981E-120,7.12047E-60,7.12047E-60,0.025932174,1.023422458,1.278097108,0.000162145,0,0,529
1.73454E-09,0,0.001837202,0.001837202,1.63872E-86,9.2302E-191,1.63872E-86,1.0965E-294,1.1435E-255,1.1435E-255,0.052057444,0.03562823,0.006065767,1.30696E-15,0,3.03165E-65,530
0,0,1.7236E-213,1.7236E-213,4.08E-249,0,4.08E-249,0,3.67293E-08,3.67293E-08,0.042410331,0.090370744,0.64911609,0,1.4592E-188,0,531
0.746948161,2.70987E-92,0,2.70987E-92,6.3523E-249,19.0773827,19.0773827,2.1919E-205,3.1443E-307,2.1919E-205,0.099335516,0.072033809,0.130190941,0,0,0,532
2.56814E-79,3.42667E-06,2.4565E-21,3.42667E-06,2.6531E-211,1.12207E-80,1.12207E-80,2.74212E-81,2.682E-27,2.682E-27,0.378948788,0.924386028,1.329277558,6.0216E-203,0.000311057,0,533
0,1.85867E-61,0,1.85867E-61,6.9769E-118,0,6.9769E-118,0,5.69205E-14,5.69205E-14,0.248565814,0.008629584,0.156914426,2.8129E-132,1.4328E-122,4.48212E-29,534
6.2085E-209,0,5.752E-181,5.752E-181,1.34052E-19,2.8624E-284,1.34052E-19,1.06528E-37,1.32E-253,1.06528E-37,0.091177464,0.289500193,0.372765573,0,0.013282407,5.8546E-131,535
0.849045379,2.2357E-177,2.22807E-97,2.22807E-97,0.076192823,8.180983531,8.257176354,14.85364181,0,14.85364181,0.533078024,0.569117987,0.747494899,1.25433E-34,0,1.2052E-104,536
3.0835E-87,3.6224E-212,1.3161E-208,1.3164E-208,3.67431E-68,4.7999E-223,3.67431E-68,0,17.5559009,17.5559009,1.322353685,0.07294915,0.81526484,0,1.53151E-81,17.82207394,537
4.0063E-244,0.656512016,2.6002E-173,0.656512016,4.51223E-45,1.07293E-63,4.51223E-45,4.7241E-294,1.54924E-27,1.54924E-27,0.14223029,1.094932557,1.329349873,0,0,0,538
1.3018E-99,0,0,0,4.418169487,17.57837262,21.9965421,2.0115E-190,19.0765063,19.0765063,0.211855501,0.253181661,0.007711185,0,0,6.38631E-08,539
6.84893E-70,4.20177119,0,4.20177119,5.8162E-179,9.5838E-190,5.8162E-179,0.02650401,19.75769266,19.78419667,1.327811843,0.446037196,0.006097442,0,0,0,540
5.2461E-196,2.0622E-239,6.6358E-192,6.6358E-192,2.6722E-182,0,2.6722E-182,7.46262E-33,1.1587E-149,7.46262E-33,0.073794189,0.151051156,0.113934993,0,0,9.13241E-35,541
1.1219E-277,1.15016E-39,0,1.15016E-39,19.35350361,2.8061E-122,19.35350361,1.62987E-44,3.68538E-86,1.62987E-44,0.146394374,0.193291761,0.458622857,0,0,0,542
2.0827E-173,0,3.93512E-05,3.93512E-05,11.34705625,2.4992E-297,11.34705625,0.000844152,0,0.000844152,1.220890192,0.038156789,0.803144243,0,0,5.5056E-284,543
7.9235E-124,2.87116E-39,2.4445E-199,2.87116E-39,0,6.0048E-288,6.0048E-288,2.2123E-193,1.59018E-07,1.59018E-07,1.144249969,0.020108387,0.253131691,0,0,4.9365E-244,544
0.00928821,6.2631E-109,0,6.2631E-109,0,0,0,0,1.30419E-56,1.30419E-56,0.012443143,1.329189114,0.074249002,4.15184E-09,0,1.20374E-91,545
5.2821E-143,2.159E-132,1.2785E-217,2.159E-132,0,0,0,4.21662E-62,2.68981E-22,2.68981E-22,1.282201083,0.830239355,0.20347648,0,1.05804E-73,2.3085E-73,546
1.67362E-27,1.8376E-120,0,1.8376E-120,1.9872E-256,0,1.9872E-256,2.893E-129,3.99435E-33,3.99435E-33,0.008103091,0.30912775,0.205489731,0,2.4258E-252,4.59097E-71,547
13.2382687,0,1.4209E-157,1.4209E-157,0.128825769,0.009208358,0.138034127,5.2636E-153,4.130942351,4.130942351,1.32610608,1.317809795,0.009269301,0,14.43647092,0,548
